country,year,population,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production
Oceania,1965,17609458.0,11.567,27.812,15234.296,268.268,4.823,0.059,73.172,1.289,81.26,1.805,228.648,4.026
Oceania,1966,17976052.0,4.834,12.968,15645.005,281.235,0.0,0.0,71.68,1.289,28.571,1.15,287.981,5.177
Oceania,1967,18320665.0,4.024,11.318,15968.503,292.554,-2.782,-0.036,68.375,1.253,133.333,6.902,659.317,12.079
Oceania,1968,18657991.0,10.57,30.923,17337.156,323.477,3.743,0.047,69.653,1.3,86.223,10.415,1205.603,22.494
Oceania,1969,19020565.0,9.835,31.814,18679.26,355.29,235.618,3.062,229.31,4.362,15.069,3.39,1360.835,25.884
Oceania,1970,19480682.0,5.685,20.199,19274.934,375.489,296.734,12.942,888.263,17.304,291.111,75.351,5196.665,101.235
Oceania,1971,20023056.0,-6.267,-23.53,17577.664,351.959,49.253,8.523,1289.847,25.827,75.257,76.186,8860.803,177.42
Oceania,1972,20481057.0,20.528,72.25,20712.223,424.208,43.55,11.248,1810.173,37.074,6.716,11.916,9244.468,189.336
Oceania,1973,20852770.0,2.425,10.286,20836.266,434.494,26.958,9.995,2257.197,47.069,25.273,47.851,11374.375,237.187
Oceania,1974,21213318.0,5.351,23.249,21578.098,457.743,14.093,6.633,2531.522,53.702,-1.058,-2.51,11062.729,234.677
Oceania,1975,21537776.0,4.653,21.3,22242.008,479.043,7.389,3.968,2677.619,57.67,7.152,16.785,11675.394,251.462
Oceania,1976,21820768.0,11.107,53.207,24391.932,532.251,18.046,10.407,3119.836,68.077,2.401,6.037,11800.64,257.499
Oceania,1977,22089877.0,5.765,30.685,25483.861,562.935,14.236,9.691,3520.547,77.768,5.798,14.931,12332.794,272.43
Oceania,1978,22356009.0,0.303,1.705,25256.764,564.64,7.66,5.957,3745.095,83.725,-0.999,-2.72,12064.301,269.71
Oceania,1979,22623402.0,4.264,24.075,26022.393,588.715,15.109,12.65,4259.977,96.375,0.368,0.994,11965.634,270.703
Oceania,1980,22920632.0,21.126,124.37,31111.033,713.085,14.828,14.291,4828.221,110.666,-6.176,-16.719,11081.051,253.985
Oceania,1981,23268830.0,12.616,89.959,34511.57,803.044,8.384,9.279,5154.724,119.944,-2.6,-6.603,10631.479,247.382
Oceania,1982,23646422.0,2.06,16.543,34660.078,819.587,-2.471,-2.964,4947.084,116.981,-1.395,-3.451,10315.765,243.931
Oceania,1983,24011447.0,4.317,35.38,35606.652,854.967,8.629,10.094,5292.26,127.075,-2.658,-6.484,9888.91,237.447
Oceania,1984,24357734.0,4.994,42.701,36853.516,897.668,-1.383,-1.758,5144.865,125.317,29.713,70.552,12644.829,307.999
Oceania,1985,24704912.0,21.466,192.692,44135.363,1090.36,6.891,8.635,5422.105,133.953,15.858,48.842,14444.136,356.841
Oceania,1986,25069550.0,6.346,69.198,46253.648,1159.558,9.24,12.377,5836.933,146.329,-10.658,-38.033,12716.957,318.808
Oceania,1987,25459682.0,4.194,48.634,47455.121,1208.192,2.095,3.065,5867.889,149.395,6.293,20.064,13310.145,338.872
Oceania,1988,25868614.0,-1.536,-18.555,45987.68,1189.638,2.409,3.599,5914.247,152.993,-5.094,-17.264,12432.375,321.608
Oceania,1989,26286142.0,8.707,103.577,49197.566,1293.214,15.741,24.082,6736.463,177.076,-5.683,-18.276,11539.646,303.333
Oceania,1990,26744211.0,4.548,58.811,50553.926,1352.025,16.397,29.036,7706.77,206.111,16.077,48.766,13165.438,352.099
Oceania,1991,27214477.0,3.748,50.678,51542.543,1402.703,4.684,9.654,7928.317,215.765,-5.49,-19.329,12227.674,332.77
Oceania,1992,27637470.0,6.797,95.347,54203.59,1498.05,8.144,17.571,8442.739,233.336,-1.449,-4.823,11866.022,327.947
Oceania,1993,28038745.0,0.637,9.539,53768.055,1507.589,4.501,10.503,8696.503,243.839,-6.727,-22.06,10909.422,305.887
Oceania,1994,28455275.0,2.049,30.89,54066.543,1538.478,14.794,36.073,9836.916,279.912,7.667,23.453,11573.921,329.339
Oceania,1995,28905477.0,5.186,79.787,55984.742,1618.266,5.733,16.048,10238.878,295.96,-5.837,-19.225,10728.556,310.114
Oceania,1996,29379071.0,3.054,49.42,56764.41,1667.686,0.128,0.377,10086.672,296.337,5.254,16.292,11110.153,326.406
Oceania,1997,29846703.0,8.805,146.836,60794.727,1814.522,0.013,0.039,9929.957,296.376,6.136,20.029,11607.157,346.435
Oceania,1998,30299542.0,2.185,39.646,61194.602,1854.168,2.146,6.361,9991.475,302.737,-5.314,-18.41,10826.088,328.026
Oceania,1999,30753529.0,5.567,103.223,63647.711,1957.392,1.45,4.388,9986.669,307.125,-2.6,-8.528,10388.964,319.497
Oceania,2000,31223133.0,3.311,64.803,64765.922,2022.195,1.562,4.798,9990.134,311.923,35.017,111.879,13815.927,431.377
Oceania,2001,31714944.0,8.138,164.556,68950.188,2186.751,4.645,14.49,10292.094,326.413,-7.471,-32.229,12585.471,399.147
Oceania,2002,32230343.0,3.221,70.44,70033.117,2257.191,1.102,3.598,10239.159,330.012,-0.621,-2.48,12307.278,396.668
Oceania,2003,32756845.0,3.522,79.491,71334.18,2336.683,2.255,7.441,10301.732,337.452,-13.441,-53.317,10481.794,343.35
Oceania,2004,33278789.0,3.86,90.198,72925.766,2426.881,6.475,21.851,10796.76,359.303,-12.667,-43.491,9010.521,299.859
Oceania,2005,33813365.0,4.662,113.138,75118.805,2540.02,6.415,23.05,11307.741,382.353,-1.768,-5.303,8711.237,294.556
Oceania,2006,34395875.0,2.303,58.497,75547.336,2598.517,6.4,24.469,11827.646,406.822,-8.691,-25.599,7819.459,268.957
Oceania,2007,35044174.0,2.964,77.011,76347.297,2675.528,5.086,20.69,12199.228,427.512,6.503,17.489,8173.858,286.446
Oceania,2008,35745111.0,2.984,79.829,77083.461,2755.357,-2.499,-10.683,11661.147,416.829,-0.258,-0.739,7992.891,285.707
Oceania,2009,36448615.0,3.622,99.791,78333.508,2855.148,12.031,50.147,12811.897,466.976,-1.847,-5.278,7693.817,280.429
Oceania,2010,37103109.0,3.44,98.22,79598.93,2953.368,12.694,59.279,14183.584,526.255,2.177,6.104,7722.619,286.533
Oceania,2011,37730469.0,-2.267,-66.948,76501.016,2886.419,3.47,18.26,14431.709,544.515,-13.095,-37.521,6599.762,249.012
Oceania,2012,38383766.0,8.343,240.819,81472.938,3127.238,7.042,38.343,15185.015,582.858,-1.061,-2.642,6418.6,246.37
Oceania,2013,39057783.0,7.356,230.032,85956.508,3357.271,3.93,22.908,15509.478,605.766,-16.869,-41.561,5243.735,204.809
Oceania,2014,39729340.0,6.877,230.876,90314.773,3588.146,7.755,46.978,16429.777,652.744,5.646,11.563,5446.149,216.372
Oceania,2015,40403644.0,-0.244,-8.738,88591.242,3579.409,13.824,90.233,18388.855,742.977,-9.683,-20.951,4836.714,195.421
Oceania,2016,41101240.0,0.099,3.528,87173.445,3582.937,26.625,197.82,22889.748,940.797,-8.635,-16.875,4344.057,178.546
Oceania,2017,41817267.0,-2.498,-89.498,83540.594,3493.439,17.235,162.149,26375.383,1102.946,-9.454,-16.88,3866.021,161.666
Oceania,2018,42540030.0,4.772,166.706,86040.023,3660.145,15.51,171.072,29948.699,1274.019,5.618,9.082,4013.834,170.749
Oceania,2019,43278474.0,0.621,22.744,85097.484,3682.889,14.678,187.005,33758.672,1461.024,31.148,53.185,5174.243,223.933
Oceania,2020,43933757.0,-7.912,-291.389,77195.758,3391.5,-0.163,-2.384,33200.887,1458.64,-0.742,-1.663,5059.223,222.271
Oceania,2021,44492065.0,-2.039,-69.139,74673.102,3322.36,1.616,23.572,33314.066,1482.212,-3.62,-8.046,4814.901,214.225
Oceania,2022,45038860.0,-3.623,-120.38,71093.719,3201.98,3.1,45.942,33929.664,1528.153,-5.033,-10.782,4517.059,203.443
South America,1900,41330704.0,,,72.574,3.0,,,0.0,0.0,,,10.693,0.442
South America,1901,42150431.0,72.778,2.183,122.954,5.183,,0.0,0.0,0.0,2.632,0.012,10.761,0.454
South America,1902,43003743.0,16.164,0.838,139.994,6.02,,0.0,0.0,0.0,-17.949,-0.081,8.654,0.372
South America,1903,43873585.0,15.27,0.919,158.172,6.94,,0.0,0.0,0.0,15.625,0.058,9.808,0.43
South America,1904,44763729.0,-5.86,-0.407,145.942,6.533,,0.0,0.0,0.0,5.405,0.023,10.133,0.454
South America,1905,45674718.0,6.905,0.451,152.908,6.984,,0.0,0.0,0.0,28.205,0.128,12.731,0.581
South America,1906,46607103.0,16.559,1.156,174.662,8.14,,0.0,0.0,0.0,42.0,0.244,17.717,0.826
South America,1907,47561454.0,0.74,0.06,172.424,8.201,,0.0,0.0,0.0,40.845,0.337,24.453,1.163
South America,1908,48538368.0,22.982,1.885,207.782,10.085,,0.0,0.0,0.0,28.0,0.326,30.669,1.489
South America,1909,49526946.0,0.896,0.09,205.459,10.176,,0.0,0.0,0.0,49.219,0.733,44.851,2.221
South America,1910,50545955.0,9.282,0.945,220.004,11.12,,0.0,0.0,0.0,-10.471,-0.233,39.345,1.989
South America,1911,51538305.0,10.791,1.2,239.052,12.32,,0.0,0.0,0.0,15.205,0.302,44.455,2.291
South America,1912,52560621.0,5.206,0.641,246.604,12.962,,0.0,0.0,0.0,22.335,0.512,53.326,2.803
South America,1913,53593682.0,-2.235,-0.29,236.446,12.672,,0.0,0.0,0.0,22.407,0.628,64.016,3.431
South America,1914,54648666.0,-11.827,-1.499,204.456,11.173,,0.0,0.0,0.0,1.356,0.047,63.631,3.477
South America,1915,55726062.0,7.821,0.874,216.184,12.047,,0.0,0.0,0.0,47.826,1.663,92.245,5.14
South America,1916,56826365.0,21.218,2.556,256.979,14.603,,0.0,0.0,0.0,13.122,0.675,102.329,5.815
South America,1917,57950087.0,11.871,1.734,281.911,16.337,,0.0,0.0,0.0,10.0,0.582,110.379,6.397
South America,1918,59082099.0,5.427,0.887,291.515,17.223,,0.0,0.0,0.0,6.727,0.43,115.548,6.827
South America,1919,60244320.0,-2.989,-0.515,277.346,16.709,,0.0,0.0,0.0,1.533,0.105,115.056,6.931
South America,1920,61458365.0,-17.85,-2.982,223.34,13.726,,0.0,0.0,0.0,15.604,1.082,130.382,8.013
South America,1921,62662587.0,10.715,1.471,242.518,15.197,,0.0,0.0,0.0,49.057,3.931,190.608,11.944
South America,1922,63920292.0,-14.549,-2.211,203.156,12.986,,0.0,0.0,0.0,48.88,5.838,278.194,17.782
South America,1923,65211521.0,7.612,0.989,214.293,13.974,,0.0,0.0,0.0,28.254,5.024,349.73,22.806
South America,1924,66531037.0,16.865,2.357,245.466,16.331,,0.0,0.0,0.0,59.867,13.654,548.016,36.46
South America,1925,67879486.0,-5.29,-0.864,227.862,15.467,,0.0,0.0,0.0,64.53,23.527,883.736,59.988
South America,1926,69257549.0,2.832,0.438,229.652,15.905,,0.0,0.0,0.0,68.651,41.182,1460.77,101.169
South America,1927,70665913.0,-2.54,-0.404,219.358,15.501,,0.0,0.0,0.0,56.317,56.975,2237.921,158.145
South America,1928,72105285.0,0.967,0.15,217.058,15.651,,0.0,0.0,0.0,56.089,88.702,3423.421,246.847
South America,1929,73542833.0,9.937,1.555,233.963,17.206,,2.885,39.23,2.885,22.912,56.557,4125.534,303.403
South America,1930,75000506.0,-4.062,-0.699,220.097,16.507,11.199,0.323,42.776,3.208,-0.192,-0.582,4037.598,302.822
South America,1931,76408644.0,-20.785,-3.431,171.138,13.076,10.071,0.323,46.216,3.531,-11.959,-36.216,3489.214,266.606
South America,1932,77834892.0,-5.832,-0.763,158.204,12.314,9.15,0.323,49.52,3.854,-0.79,-2.105,3398.233,264.501
South America,1933,79255273.0,41.344,5.091,219.604,17.405,8.383,0.323,52.71,4.178,1.297,3.431,3380.62,267.932
South America,1934,80702221.0,23.319,4.059,265.958,21.463,7.734,0.323,55.768,4.501,16.672,44.671,3873.534,312.603
South America,1935,82176242.0,13.142,2.821,295.513,24.284,7.179,0.323,58.7,4.824,7.716,24.121,4097.576,336.723
South America,1936,83677855.0,-4.574,-1.111,276.935,23.173,6.698,0.323,61.507,5.147,4.808,16.189,4217.512,352.912
South America,1937,85207585.0,4.021,0.932,282.899,24.105,311.54,16.034,248.583,21.181,16.915,59.697,4842.399,412.609
South America,1938,86765969.0,5.443,1.312,292.938,25.417,1.825,0.387,248.574,21.568,1.22,5.036,4813.465,417.645
South America,1939,88439089.0,-1.042,-0.265,284.401,25.152,1.792,0.387,248.242,21.954,7.552,31.541,5079.038,449.185
South America,1940,90256669.0,15.823,3.98,322.768,29.132,1.761,0.387,247.526,22.341,-7.094,-31.866,4623.695,417.319
South America,1941,92147826.0,1.694,0.494,321.5,29.626,1.73,0.387,246.641,22.727,16.275,67.919,5265.87,485.238
South America,1942,94192959.0,16.084,4.765,365.106,34.39,1.701,0.387,245.39,23.114,-31.556,-153.121,3525.931,332.118
South America,1943,96371873.0,6.971,2.397,381.727,36.788,1.672,0.387,243.854,23.501,17.933,59.557,4064.206,391.675
South America,1944,98604192.0,-2.284,-0.84,364.563,35.947,1.645,0.387,242.253,23.887,36.412,142.619,5418.571,534.294
South America,1945,100891266.0,-0.613,-0.22,354.114,35.727,1.618,0.387,240.593,24.274,19.727,105.403,6340.455,639.696
South America,1946,103234470.0,-4.595,-1.642,330.172,34.085,2.022,0.491,239.887,24.765,15.957,102.077,7185.323,741.773
South America,1947,105635226.0,2.944,1.003,332.167,35.088,14.85,3.677,269.248,28.442,11.27,83.596,7813.393,825.37
South America,1948,108094989.0,4.791,1.681,340.16,36.77,-11.545,-3.284,232.745,25.159,11.478,94.738,8512.026,920.107
South America,1949,110712748.0,-1.356,-0.499,327.613,36.271,12.548,3.157,255.756,28.315,-0.921,-8.478,8234.185,911.629
South America,1950,113520774.0,13.792,5.002,363.574,41.273,30.266,8.57,324.922,36.885,13.0,118.51,9074.453,1030.139
South America,1951,116611722.0,-2.353,-0.971,345.609,40.302,11.533,4.254,352.789,41.139,13.647,140.583,10039.49,1170.722
South America,1952,119808344.0,3.428,1.382,347.92,41.684,-4.301,-1.769,328.607,39.37,5.777,67.629,10336.099,1238.351
South America,1953,123095752.0,3.526,1.47,350.569,43.154,17.69,6.964,376.408,46.334,-1.804,-22.341,9878.566,1216.01
South America,1954,126483936.0,4.673,2.016,357.121,45.17,10.682,4.95,405.458,51.284,7.159,87.051,10302.179,1303.06
South America,1955,129986019.0,8.94,4.038,378.565,49.208,7.988,4.097,426.051,55.381,13.009,169.519,11328.749,1472.579
South America,1956,133605548.0,-0.514,-0.253,366.418,48.956,9.636,5.337,454.453,60.717,13.752,202.513,12537.595,1675.092
South America,1957,137348367.0,-3.737,-1.829,343.114,47.126,19.622,11.914,528.811,72.631,12.716,213.004,13746.765,1888.096
South America,1958,141190603.0,10.208,4.811,367.85,51.937,12.474,9.06,578.587,81.691,-5.367,-101.332,12654.975,1786.763
South America,1959,145148672.0,0.467,0.243,359.49,52.18,1.562,1.276,571.602,82.967,7.744,138.374,13263.208,1925.137
South America,1960,149224306.0,-3.185,-1.662,338.534,50.517,17.728,14.709,654.559,97.676,5.291,101.867,13583.607,2027.004
South America,1961,153377880.0,9.164,4.629,359.548,55.147,19.383,18.933,760.272,116.609,3.692,74.839,13703.692,2101.843
South America,1962,157609028.0,4.919,2.713,367.108,57.86,14.421,16.816,846.555,133.425,9.188,193.116,14561.092,2294.959
South America,1963,161919488.0,3.315,1.918,369.182,59.778,8.072,10.77,890.532,144.195,2.102,48.23,14471.323,2343.189
South America,1964,166291510.0,1.651,0.987,365.41,60.765,6.647,9.584,924.754,153.779,4.666,109.333,14748.334,2452.523
South America,1965,170706949.0,2.02,1.228,363.151,61.992,8.31,12.779,975.694,166.558,4.112,100.837,14957.56,2553.359
South America,1966,175135459.0,-1.952,-1.21,347.059,60.782,6.031,10.045,1008.381,176.603,-1.499,-38.263,14360.86,2515.096
South America,1967,179569020.0,13.531,8.224,384.29,69.007,7.599,13.42,1058.216,190.023,6.04,151.914,14852.285,2667.01
South America,1968,184011029.0,6.444,4.447,399.179,73.453,7.311,13.892,1108.165,203.915,2.466,65.756,14851.1,2732.766
South America,1969,188469386.0,6.438,4.729,414.829,78.183,5.818,11.863,1144.894,215.777,0.932,25.469,14634.925,2758.235
South America,1970,192947239.0,-11.66,-9.116,357.954,69.066,-21.593,-46.592,876.848,169.185,3.162,87.216,14747.305,2845.452
South America,1971,197461711.0,7.357,5.081,375.503,74.147,2.474,4.186,878.001,173.372,-2.164,-61.589,14098.242,2783.863
South America,1972,202046231.0,1.177,0.873,371.304,75.02,5.751,9.97,907.427,183.342,-5.102,-142.02,13075.438,2641.843
South America,1973,206713196.0,-1.317,-0.988,358.141,74.032,16.057,29.44,1029.357,212.782,6.073,160.435,13556.355,2802.278
South America,1974,211454623.0,4.309,3.19,365.196,77.222,7.059,15.019,1077.305,227.801,-9.679,-271.236,11969.667,2531.042
South America,1975,216251828.0,7.543,5.825,384.031,83.047,0.585,1.334,1059.574,229.135,-16.917,-428.186,9724.107,2102.856
South America,1976,221111805.0,13.436,11.158,426.054,94.206,12.035,27.577,1161.004,256.712,-0.687,-14.438,9445.077,2088.418
South America,1977,226098323.0,19.15,18.04,496.446,112.246,7.524,19.314,1220.823,276.026,-1.362,-28.454,9110.923,2059.964
South America,1978,231226845.0,11.707,13.14,542.263,125.386,4.693,12.953,1249.765,288.979,0.12,2.479,8919.565,2062.443
South America,1979,236454207.0,11.81,14.808,592.902,140.194,3.964,11.456,1270.585,300.435,7.956,164.093,9416.352,2226.536
South America,1980,241789097.0,-53.841,-75.482,267.639,64.712,7.812,23.47,1339.619,323.905,-4.058,-90.343,8834.943,2136.193
South America,1981,247206236.0,22.065,14.279,319.534,78.991,2.671,8.652,1345.261,332.557,-0.325,-6.953,8613.214,2129.24
South America,1982,252673448.0,7.55,5.963,336.222,84.954,8.759,29.13,1431.442,361.687,-4.34,-92.407,8061.128,2036.833
South America,1983,258200327.0,8.803,7.479,357.99,92.433,9.619,34.791,1535.545,396.478,-0.578,-11.776,7842.967,2025.057
South America,1984,263760622.0,21.029,19.437,424.136,111.87,6.681,26.488,1603.599,422.966,5.467,110.719,8097.402,2135.776
South America,1985,269320599.0,17.776,19.886,489.217,131.756,2.064,8.728,1602.901,431.694,-0.431,-9.201,7896.072,2126.575
South America,1986,274880221.0,10.003,13.179,527.267,144.935,8.916,38.491,1710.51,470.185,7.704,163.834,8332.388,2290.409
South America,1987,280447634.0,21.191,30.714,626.316,175.649,-0.544,-2.56,1667.426,467.626,-1.078,-24.7,8078.899,2265.708
South America,1988,286026582.0,12.225,21.472,689.171,197.121,7.615,35.609,1759.398,503.234,5.531,125.307,8359.418,2391.016
South America,1989,291601460.0,17.595,34.684,794.937,231.805,4.585,23.072,1804.883,526.307,1.204,28.782,8298.305,2419.798
South America,1990,297146501.0,-2.502,-5.8,760.583,226.005,3.933,20.699,1840.863,547.006,8.422,203.792,8829.279,2623.589
South America,1991,302601570.0,1.037,2.344,754.617,228.348,3.946,21.584,1879.004,568.59,5.653,148.324,9160.273,2771.913
South America,1992,307967492.0,3.91,8.928,770.459,237.276,0.502,2.857,1855.542,571.447,2.368,65.632,9213.78,2837.545
South America,1993,313302144.0,3.427,8.131,783.294,245.408,5.887,33.641,1931.323,605.088,4.065,115.342,9425.044,2952.886
South America,1994,318637078.0,5.821,14.285,815.011,259.693,6.105,36.942,2014.925,642.03,6.003,177.27,9823.579,3130.156
South America,1995,323946224.0,8.352,21.69,868.609,281.383,9.876,63.405,2177.628,705.435,8.219,257.274,10456.767,3387.43
South America,1996,329199341.0,9.616,27.057,936.938,308.439,10.193,71.904,2361.302,777.339,7.035,238.31,11013.813,3625.74
South America,1997,334414072.0,12.343,38.072,1036.175,346.512,0.726,5.647,2341.365,782.985,4.363,158.177,11315.066,3783.917
South America,1998,339583049.0,2.04,7.069,1041.218,353.58,6.333,49.588,2451.753,832.574,5.839,220.958,11793.508,4004.875
South America,1999,344665738.0,-0.646,-2.284,1019.238,351.296,-0.665,-5.535,2399.539,827.039,-3.452,-138.255,11218.465,3866.621
South America,2000,349634344.0,16.939,59.504,1174.944,410.801,5.498,45.467,2495.479,872.505,0.565,21.833,11121.486,3888.454
South America,2001,354475220.0,9.615,39.497,1270.321,450.297,4.096,35.739,2562.224,908.245,1.334,51.865,11115.923,3940.319
South America,2002,359177090.0,-6.785,-30.553,1168.629,419.745,0.54,4.904,2542.335,913.148,-1.508,-59.412,10804.997,3880.907
South America,2003,363705424.0,17.16,72.027,1352.115,491.771,2.712,24.763,2578.768,937.912,-0.975,-37.824,10566.473,3843.083
South America,2004,368126871.0,8.752,43.041,1452.793,534.812,12.751,119.596,2872.673,1057.508,7.722,296.755,11245.686,4139.839
South America,2005,372502549.0,8.031,42.95,1551.029,577.762,2.72,28.766,2916.152,1086.274,1.87,77.428,11321.443,4217.267
South America,2006,376788418.0,8.552,49.409,1664.518,627.171,6.023,65.429,3056.631,1151.703,1.984,83.68,11414.752,4300.946
South America,2007,380966010.0,4.233,26.549,1715.955,653.72,2.769,31.886,3106.812,1183.59,-1.655,-71.162,11102.786,4229.784
South America,2008,385031415.0,2.826,18.474,1745.816,672.194,0.84,9.938,3099.818,1193.527,1.725,72.945,11175.009,4302.729
South America,2009,389045327.0,-3.401,-22.858,1669.05,649.336,-5.636,-67.268,2894.93,1126.259,-0.711,-30.599,10981.061,4272.13
South America,2010,393078326.0,0.442,2.868,1659.222,652.204,5.732,64.561,3029.473,1190.82,0.411,17.546,10913.032,4289.676
South America,2011,397135158.0,14.095,91.929,1873.753,744.133,4.571,54.427,3135.576,1245.247,0.882,37.832,10896.814,4327.508
South America,2012,401166879.0,3.905,29.061,1927.362,773.194,5.09,63.386,3262.068,1308.634,-0.551,-23.845,10727.862,4303.663
South America,2013,405147963.0,-1.766,-13.658,1874.711,759.535,2.548,33.347,3312.321,1341.98,0.222,9.547,10646.013,4313.21
South America,2014,409128901.0,4.969,37.738,1948.71,797.273,2.269,30.445,3354.505,1372.425,3.649,157.4,10927.144,4470.61
South America,2015,413134461.0,-4.917,-39.203,1834.925,758.071,3.204,43.971,3428.413,1416.396,4.667,208.639,11326.213,4679.249
South America,2016,417101806.0,4.039,30.62,1890.884,788.691,2.904,41.135,3494.425,1457.531,-4.65,-217.599,10696.79,4461.65
South America,2017,420982650.0,-1.71,-13.489,1841.411,775.202,1.851,26.984,3526.309,1484.515,-4.56,-203.429,10114.956,4258.221
South America,2018,424740741.0,-4.984,-38.639,1734.147,736.563,-5.145,-76.377,3315.287,1408.138,-8.506,-362.202,9172.7,3896.019
South America,2019,428318218.0,-2.227,-16.405,1681.362,720.158,-3.091,-43.532,3185.961,1364.605,-5.305,-206.703,8613.494,3689.316
South America,2020,431530105.0,-35.819,-257.954,1071.083,462.204,-8.227,-112.268,2902.084,1252.337,-5.533,-204.124,8076.36,3485.192
South America,2021,434254167.0,9.907,45.793,1169.815,507.997,5.469,68.495,3041.609,1320.831,-0.405,-14.126,7993.168,3471.066
South America,2022,436816679.0,-3.037,-15.429,1127.63,492.568,2.5,33.026,3099.373,1353.858,7.427,257.787,8536.426,3728.853
